diagnosticos_principales,sexos_id,sexos_nombre,urgencia_ingreso,estancia_media_hospitales_canarias,notas_observacion
"1905 Fractura de la pierna, incluido el tobillo S82",F,Mujeres,Urgente,7.35,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",T,Ambos sexos,Total,8.47,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",T,Ambos sexos,Ordinario,9.26,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",T,Ambos sexos,Urgente,8.18,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",M,Hombres,Total,8.34,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",M,Hombres,Ordinario,8.89,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",M,Hombres,Urgente,8.14,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",F,Mujeres,Total,8.68,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",F,Mujeres,Ordinario,9.78,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",F,Mujeres,Urgente,8.25,
1907 Quemaduras T20-T32,T,Ambos sexos,Total,29.27,
1907 Quemaduras T20-T32,T,Ambos sexos,Ordinario,66.13,
1907 Quemaduras T20-T32,T,Ambos sexos,Urgente,21.90,
1907 Quemaduras T20-T32,M,Hombres,Total,33.36,
1907 Quemaduras T20-T32,M,Hombres,Ordinario,101.40,
1907 Quemaduras T20-T32,M,Hombres,Urgente,22.76,
1907 Quemaduras T20-T32,F,Mujeres,Total,15.49,
1907 Quemaduras T20-T32,F,Mujeres,Ordinario,7.53,
1907 Quemaduras T20-T32,F,Mujeres,Urgente,18.48,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",T,Ambos sexos,Total,10.01,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",T,Ambos sexos,Ordinario,7.14,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",T,Ambos sexos,Urgente,10.17,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",M,Hombres,Total,9.49,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",M,Hombres,Ordinario,10.90,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",M,Hombres,Urgente,9.43,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",F,Mujeres,Total,10.44,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",F,Mujeres,Ordinario,4.82,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",F,Mujeres,Urgente,10.79,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,T,Ambos sexos,Total,12.13,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,T,Ambos sexos,Ordinario,8.98,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,T,Ambos sexos,Urgente,14.05,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,M,Hombres,Total,13.13,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,M,Hombres,Ordinario,10.30,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,M,Hombres,Urgente,14.63,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,F,Mujeres,Total,10.82,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,F,Mujeres,Ordinario,7.58,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,F,Mujeres,Urgente,13.19,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),T,Ambos sexos,Total,15.23,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),T,Ambos sexos,Ordinario,34.03,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),T,Ambos sexos,Urgente,12.74,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),M,Hombres,Total,8.51,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),M,Hombres,Ordinario,17.68,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),M,Hombres,Urgente,7.64,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),F,Mujeres,Total,22.33,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),F,Mujeres,Ordinario,44.18,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),F,Mujeres,Urgente,18.53,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,T,Ambos sexos,Total,6.24,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,T,Ambos sexos,Ordinario,4.84,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,T,Ambos sexos,Urgente,9.06,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,M,Hombres,Total,8.86,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,M,Hombres,Ordinario,7.47,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,M,Hombres,Urgente,10.64,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,F,Mujeres,Total,4.65,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,F,Mujeres,Ordinario,3.62,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,F,Mujeres,Urgente,7.50,
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,T,Ambos sexos,Total,2.89,
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,T,Ambos sexos,Ordinario,2.61,
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,T,Ambos sexos,Urgente,3.09,
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,M,Hombres,Total,2.35,
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,M,Hombres,Ordinario,1.66,
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,M,Hombres,Urgente,3.17,
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,F,Mujeres,Total,3.25,
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,F,Mujeres,Ordinario,3.66,
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,F,Mujeres,Urgente,3.05,
2102 Asistencia anticonceptiva Z30,T,Ambos sexos,Total,1.25,
2102 Asistencia anticonceptiva Z30,T,Ambos sexos,Ordinario,1.11,
2102 Asistencia anticonceptiva Z30,T,Ambos sexos,Urgente,1.40,
2102 Asistencia anticonceptiva Z30,M,Hombres,Total,1.39,
2102 Asistencia anticonceptiva Z30,M,Hombres,Ordinario,1.00,
2102 Asistencia anticonceptiva Z30,M,Hombres,Urgente,1.45,
2102 Asistencia anticonceptiva Z30,F,Mujeres,Total,1.13,
2102 Asistencia anticonceptiva Z30,F,Mujeres,Ordinario,1.13,
2102 Asistencia anticonceptiva Z30,F,Mujeres,Urgente,1.14,
2103 Recién nacidos con vida según el tipo de parto Z38,T,Ambos sexos,Total,3.00,
2103 Recién nacidos con vida según el tipo de parto Z38,T,Ambos sexos,Ordinario,3.00,
2103 Recién nacidos con vida según el tipo de parto Z38,T,Ambos sexos,Urgente,0.00,
2103 Recién nacidos con vida según el tipo de parto Z38,M,Hombres,Total,.,No procede / Categoría no aplicable
2103 Recién nacidos con vida según el tipo de parto Z38,M,Hombres,Ordinario,.,No procede / Categoría no aplicable
2103 Recién nacidos con vida según el tipo de parto Z38,M,Hombres,Urgente,.,No procede / Categoría no aplicable
2103 Recién nacidos con vida según el tipo de parto Z38,F,Mujeres,Total,3.00,
2103 Recién nacidos con vida según el tipo de parto Z38,F,Mujeres,Ordinario,3.00,
2103 Recién nacidos con vida según el tipo de parto Z38,F,Mujeres,Urgente,0.00,
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,T,Ambos sexos,Total,10.15,
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,T,Ambos sexos,Ordinario,8.59,
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,T,Ambos sexos,Urgente,11.69,
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,M,Hombres,Total,9.71,
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,M,Hombres,Ordinario,8.14,
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,M,Hombres,Urgente,11.40,
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,F,Mujeres,Total,10.83,
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,F,Mujeres,Ordinario,9.36,
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,F,Mujeres,Urgente,12.09,
2105 Otros Factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),T,Ambos sexos,Total,4.22,
2105 Otros Factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),T,Ambos sexos,Ordinario,3.57,
2105 Otros Factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),T,Ambos sexos,Urgente,6.51,
2105 Otros Factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),M,Hombres,Total,8.31,
2105 Otros Factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),M,Hombres,Ordinario,7.00,
2105 Otros Factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),M,Hombres,Urgente,10.70,
2105 Otros Factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),F,Mujeres,Total,2.90,
2105 Otros Factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),F,Mujeres,Ordinario,2.70,
2105 Otros Factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),F,Mujeres,Urgente,3.80,
Altas sin diagnóstico,T,Ambos sexos,Total,37.97,
Altas sin diagnóstico,T,Ambos sexos,Ordinario,39.07,
Altas sin diagnóstico,T,Ambos sexos,Urgente,37.75,
Altas sin diagnóstico,M,Hombres,Total,59.39,
Altas sin diagnóstico,M,Hombres,Ordinario,58.64,
Altas sin diagnóstico,M,Hombres,Urgente,59.51,
Altas sin diagnóstico,F,Mujeres,Total,15.49,
Altas sin diagnóstico,F,Mujeres,Ordinario,23.42,
Altas sin diagnóstico,F,Mujeres,Urgente,13.69,
