diagnosticos_principales,sexos_id,sexos_nombre,intervalos_estancia,estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional,notas_observacion
0210 Carcinoma in situ D00-D09,M,Hombres,De 31 días a 6 meses,38.46,
0210 Carcinoma in situ D00-D09,M,Hombres,Más de 6 meses a 1 año,0.00,
0210 Carcinoma in situ D00-D09,M,Hombres,Superior a 1 año,0.00,
0210 Carcinoma in situ D00-D09,F,Mujeres,Total,3.24,
0210 Carcinoma in situ D00-D09,F,Mujeres,De 1 a 30 días,3.04,
0210 Carcinoma in situ D00-D09,F,Mujeres,De 31 días a 6 meses,43.00,
0210 Carcinoma in situ D00-D09,F,Mujeres,Más de 6 meses a 1 año,0.00,
0210 Carcinoma in situ D00-D09,F,Mujeres,Superior a 1 año,0.00,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",T,Ambos sexos,Total,7.09,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",T,Ambos sexos,De 1 a 30 días,6.13,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",T,Ambos sexos,De 31 días a 6 meses,78.90,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",T,Ambos sexos,Más de 6 meses a 1 año,0.00,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",T,Ambos sexos,Superior a 1 año,0.00,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",M,Hombres,Total,6.59,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",M,Hombres,De 1 a 30 días,6.59,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",M,Hombres,De 31 días a 6 meses,0.00,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",M,Hombres,Más de 6 meses a 1 año,0.00,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",M,Hombres,Superior a 1 año,0.00,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",F,Mujeres,Total,7.83,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",F,Mujeres,De 1 a 30 días,5.41,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",F,Mujeres,De 31 días a 6 meses,78.90,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",F,Mujeres,Más de 6 meses a 1 año,0.00,
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",F,Mujeres,Superior a 1 año,0.00,
0212 Leiomioma uterino D25,T,Ambos sexos,Total,3.10,
0212 Leiomioma uterino D25,T,Ambos sexos,De 1 a 30 días,3.10,
0212 Leiomioma uterino D25,T,Ambos sexos,De 31 días a 6 meses,0.00,
0212 Leiomioma uterino D25,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
0212 Leiomioma uterino D25,T,Ambos sexos,Superior a 1 año,0.00,
0212 Leiomioma uterino D25,M,Hombres,Total,0.00,
0212 Leiomioma uterino D25,M,Hombres,De 1 a 30 días,0.00,
0212 Leiomioma uterino D25,M,Hombres,De 31 días a 6 meses,0.00,
0212 Leiomioma uterino D25,M,Hombres,Más de 6 meses a 1 año,0.00,
0212 Leiomioma uterino D25,M,Hombres,Superior a 1 año,0.00,
0212 Leiomioma uterino D25,F,Mujeres,Total,3.10,
0212 Leiomioma uterino D25,F,Mujeres,De 1 a 30 días,3.10,
0212 Leiomioma uterino D25,F,Mujeres,De 31 días a 6 meses,0.00,
0212 Leiomioma uterino D25,F,Mujeres,Más de 6 meses a 1 año,0.00,
0212 Leiomioma uterino D25,F,Mujeres,Superior a 1 año,0.00,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),T,Ambos sexos,Total,5.89,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),T,Ambos sexos,De 1 a 30 días,4.00,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),T,Ambos sexos,De 31 días a 6 meses,51.56,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),T,Ambos sexos,Más de 6 meses a 1 año,335.11,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),T,Ambos sexos,Superior a 1 año,0.00,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),M,Hombres,Total,6.23,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),M,Hombres,De 1 a 30 días,4.47,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),M,Hombres,De 31 días a 6 meses,51.86,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),M,Hombres,Más de 6 meses a 1 año,286.80,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),M,Hombres,Superior a 1 año,0.00,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),F,Mujeres,Total,5.66,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),F,Mujeres,De 1 a 30 días,3.68,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),F,Mujeres,De 31 días a 6 meses,51.32,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),F,Mujeres,Más de 6 meses a 1 año,359.50,
0213 Otras Neoplasias benignas y Neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),F,Mujeres,Superior a 1 año,0.00,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",T,Ambos sexos,Total,11.14,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",T,Ambos sexos,De 1 a 30 días,7.95,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",T,Ambos sexos,De 31 días a 6 meses,53.95,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",T,Ambos sexos,Más de 6 meses a 1 año,213.00,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",T,Ambos sexos,Superior a 1 año,1164.00,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",M,Hombres,Total,11.19,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",M,Hombres,De 1 a 30 días,8.49,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",M,Hombres,De 31 días a 6 meses,50.88,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",M,Hombres,Más de 6 meses a 1 año,213.00,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",M,Hombres,Superior a 1 año,0.00,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",F,Mujeres,Total,11.09,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",F,Mujeres,De 1 a 30 días,7.45,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",F,Mujeres,De 31 días a 6 meses,58.25,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",F,Mujeres,Más de 6 meses a 1 año,0.00,
"0300 Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D50-D89",F,Mujeres,Superior a 1 año,1164.00,
0301 Anemias D50-D64,T,Ambos sexos,Total,12.05,
0301 Anemias D50-D64,T,Ambos sexos,De 1 a 30 días,8.23,
0301 Anemias D50-D64,T,Ambos sexos,De 31 días a 6 meses,54.77,
0301 Anemias D50-D64,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
0301 Anemias D50-D64,T,Ambos sexos,Superior a 1 año,1164.00,
0301 Anemias D50-D64,M,Hombres,Total,11.48,
0301 Anemias D50-D64,M,Hombres,De 1 a 30 días,8.89,
0301 Anemias D50-D64,M,Hombres,De 31 días a 6 meses,51.12,
0301 Anemias D50-D64,M,Hombres,Más de 6 meses a 1 año,0.00,
0301 Anemias D50-D64,M,Hombres,Superior a 1 año,0.00,
0301 Anemias D50-D64,F,Mujeres,Total,12.57,
0301 Anemias D50-D64,F,Mujeres,De 1 a 30 días,7.65,
0301 Anemias D50-D64,F,Mujeres,De 31 días a 6 meses,60.69,
0301 Anemias D50-D64,F,Mujeres,Más de 6 meses a 1 año,0.00,
0301 Anemias D50-D64,F,Mujeres,Superior a 1 año,1164.00,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",T,Ambos sexos,Total,10.01,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",T,Ambos sexos,De 1 a 30 días,7.60,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",T,Ambos sexos,De 31 días a 6 meses,52.86,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",T,Ambos sexos,Más de 6 meses a 1 año,213.00,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",T,Ambos sexos,Superior a 1 año,0.00,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",M,Hombres,Total,10.85,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",M,Hombres,De 1 a 30 días,8.02,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",M,Hombres,De 31 días a 6 meses,50.51,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",M,Hombres,Más de 6 meses a 1 año,213.00,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",M,Hombres,Superior a 1 año,0.00,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",F,Mujeres,Total,9.19,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",F,Mujeres,De 1 a 30 días,7.19,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",F,Mujeres,De 31 días a 6 meses,55.61,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",F,Mujeres,Más de 6 meses a 1 año,0.00,
"0302 Otras Enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",F,Mujeres,Superior a 1 año,0.00,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",T,Ambos sexos,Total,12.48,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",T,Ambos sexos,De 1 a 30 días,6.37,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",T,Ambos sexos,De 31 días a 6 meses,61.59,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",T,Ambos sexos,Más de 6 meses a 1 año,260.95,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",T,Ambos sexos,Superior a 1 año,724.14,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",M,Hombres,Total,14.60,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",M,Hombres,De 1 a 30 días,7.69,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",M,Hombres,De 31 días a 6 meses,58.99,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",M,Hombres,Más de 6 meses a 1 año,269.41,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",M,Hombres,Superior a 1 año,542.50,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",F,Mujeres,Total,10.79,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",F,Mujeres,De 1 a 30 días,5.39,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",F,Mujeres,De 31 días a 6 meses,65.54,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",F,Mujeres,Más de 6 meses a 1 año,243.89,
"0400 Enfermedades endocrinas, nutricionales y metabólicas E00-E89",F,Mujeres,Superior a 1 año,796.80,
0401 Diabetes mellitus E08-E13,T,Ambos sexos,Total,18.49,
0401 Diabetes mellitus E08-E13,T,Ambos sexos,De 1 a 30 días,8.83,
0401 Diabetes mellitus E08-E13,T,Ambos sexos,De 31 días a 6 meses,59.38,
0401 Diabetes mellitus E08-E13,T,Ambos sexos,Más de 6 meses a 1 año,268.12,
0401 Diabetes mellitus E08-E13,T,Ambos sexos,Superior a 1 año,664.40,
0401 Diabetes mellitus E08-E13,M,Hombres,Total,17.51,
0401 Diabetes mellitus E08-E13,M,Hombres,De 1 a 30 días,9.15,
0401 Diabetes mellitus E08-E13,M,Hombres,De 31 días a 6 meses,59.13,
0401 Diabetes mellitus E08-E13,M,Hombres,Más de 6 meses a 1 año,266.18,
0401 Diabetes mellitus E08-E13,M,Hombres,Superior a 1 año,367.00,
0401 Diabetes mellitus E08-E13,F,Mujeres,Total,20.36,
0401 Diabetes mellitus E08-E13,F,Mujeres,De 1 a 30 días,8.25,
0401 Diabetes mellitus E08-E13,F,Mujeres,De 31 días a 6 meses,59.99,
0401 Diabetes mellitus E08-E13,F,Mujeres,Más de 6 meses a 1 año,273.00,
0401 Diabetes mellitus E08-E13,F,Mujeres,Superior a 1 año,738.75,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",T,Ambos sexos,Total,8.70,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",T,Ambos sexos,De 1 a 30 días,4.97,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",T,Ambos sexos,De 31 días a 6 meses,65.80,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",T,Ambos sexos,Más de 6 meses a 1 año,251.07,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",T,Ambos sexos,Superior a 1 año,873.50,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",M,Hombres,Total,10.76,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",M,Hombres,De 1 a 30 días,5.92,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",M,Hombres,De 31 días a 6 meses,58.51,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",M,Hombres,Más de 6 meses a 1 año,274.70,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",M,Hombres,Superior a 1 año,718.00,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",F,Mujeres,Total,7.77,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",F,Mujeres,De 1 a 30 días,4.55,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",F,Mujeres,De 31 días a 6 meses,70.59,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",F,Mujeres,Más de 6 meses a 1 año,215.06,
"0402 Otras Enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",F,Mujeres,Superior a 1 año,1029.00,
0500 Trastornos mentales y de comportamiento F01-F99,T,Ambos sexos,Total,56.28,
0500 Trastornos mentales y de comportamiento F01-F99,T,Ambos sexos,De 1 a 30 días,11.83,
0500 Trastornos mentales y de comportamiento F01-F99,T,Ambos sexos,De 31 días a 6 meses,59.92,
0500 Trastornos mentales y de comportamiento F01-F99,T,Ambos sexos,Más de 6 meses a 1 año,265.55,
0500 Trastornos mentales y de comportamiento F01-F99,T,Ambos sexos,Superior a 1 año,1630.86,
0500 Trastornos mentales y de comportamiento F01-F99,M,Hombres,Total,56.57,
0500 Trastornos mentales y de comportamiento F01-F99,M,Hombres,De 1 a 30 días,11.61,
0500 Trastornos mentales y de comportamiento F01-F99,M,Hombres,De 31 días a 6 meses,59.32,
0500 Trastornos mentales y de comportamiento F01-F99,M,Hombres,Más de 6 meses a 1 año,262.00,
0500 Trastornos mentales y de comportamiento F01-F99,M,Hombres,Superior a 1 año,1424.38,
0500 Trastornos mentales y de comportamiento F01-F99,F,Mujeres,Total,55.92,
0500 Trastornos mentales y de comportamiento F01-F99,F,Mujeres,De 1 a 30 días,12.10,
0500 Trastornos mentales y de comportamiento F01-F99,F,Mujeres,De 31 días a 6 meses,60.64,
0500 Trastornos mentales y de comportamiento F01-F99,F,Mujeres,Más de 6 meses a 1 año,272.18,
0500 Trastornos mentales y de comportamiento F01-F99,F,Mujeres,Superior a 1 año,1984.32,
0501 Demencia F01-F03,T,Ambos sexos,Total,176.87,
0501 Demencia F01-F03,T,Ambos sexos,De 1 a 30 días,9.24,
0501 Demencia F01-F03,T,Ambos sexos,De 31 días a 6 meses,77.44,
0501 Demencia F01-F03,T,Ambos sexos,Más de 6 meses a 1 año,234.79,
0501 Demencia F01-F03,T,Ambos sexos,Superior a 1 año,1197.53,
0501 Demencia F01-F03,M,Hombres,Total,241.50,
0501 Demencia F01-F03,M,Hombres,De 1 a 30 días,9.62,
0501 Demencia F01-F03,M,Hombres,De 31 días a 6 meses,74.53,
0501 Demencia F01-F03,M,Hombres,Más de 6 meses a 1 año,221.28,
0501 Demencia F01-F03,M,Hombres,Superior a 1 año,1301.67,
0501 Demencia F01-F03,F,Mujeres,Total,115.28,
0501 Demencia F01-F03,F,Mujeres,De 1 a 30 días,8.96,
0501 Demencia F01-F03,F,Mujeres,De 31 días a 6 meses,80.98,
0501 Demencia F01-F03,F,Mujeres,Más de 6 meses a 1 año,252.83,
0501 Demencia F01-F03,F,Mujeres,Superior a 1 año,997.96,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,T,Ambos sexos,Total,21.72,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,T,Ambos sexos,De 1 a 30 días,9.01,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,T,Ambos sexos,De 31 días a 6 meses,71.71,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,T,Ambos sexos,Más de 6 meses a 1 año,235.08,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,T,Ambos sexos,Superior a 1 año,783.50,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,M,Hombres,Total,21.34,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,M,Hombres,De 1 a 30 días,9.08,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,M,Hombres,De 31 días a 6 meses,71.09,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,M,Hombres,Más de 6 meses a 1 año,235.08,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,M,Hombres,Superior a 1 año,883.00,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,F,Mujeres,Total,23.38,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,F,Mujeres,De 1 a 30 días,8.71,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,F,Mujeres,De 31 días a 6 meses,75.67,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,F,Mujeres,Más de 6 meses a 1 año,0.00,
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,F,Mujeres,Superior a 1 año,684.00,
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19,T,Ambos sexos,Total,13.51,
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19,T,Ambos sexos,De 1 a 30 días,8.26,
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19,T,Ambos sexos,De 31 días a 6 meses,51.94,
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19,T,Ambos sexos,Más de 6 meses a 1 año,365.00,
