diagnosticos_principales;sexos_id;sexos_nombre;grupos_edad_id;grupos_edad_nombre;estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional
0106 COVID-19 U07.1;T;Ambos sexos;T;Total grupos de edad;15.36
0106 COVID-19 U07.1;T;Ambos sexos;0;Menores de 1 año;3.84
0106 COVID-19 U07.1;T;Ambos sexos;1;De 1 a 4 años;4.33
0106 COVID-19 U07.1;T;Ambos sexos;2;De 5 a 14 años;6.05
0106 COVID-19 U07.1;T;Ambos sexos;3;De 15 a 24 años;8.84
0106 COVID-19 U07.1;T;Ambos sexos;4;De 25 a 34 años;8.64
0106 COVID-19 U07.1;T;Ambos sexos;5;De 35 a 44 años;10.87
0106 COVID-19 U07.1;T;Ambos sexos;6;De 45 a 54 años;12.94
0106 COVID-19 U07.1;T;Ambos sexos;7;De 55 a 64 años;16.33
0106 COVID-19 U07.1;T;Ambos sexos;8;De 65 a 74 años;21.31
0106 COVID-19 U07.1;T;Ambos sexos;9;De 75 a 84 años;17.98
0106 COVID-19 U07.1;T;Ambos sexos;10;De 85 a 89 años;16.15
0106 COVID-19 U07.1;T;Ambos sexos;11;De 90 a 94 años;16.53
0106 COVID-19 U07.1;T;Ambos sexos;12;De 95 y más años;11.17
0106 COVID-19 U07.1;M;Hombres;T;Total grupos de edad;16.34
0106 COVID-19 U07.1;M;Hombres;0;Menores de 1 año;4.58
0106 COVID-19 U07.1;M;Hombres;1;De 1 a 4 años;4.25
0106 COVID-19 U07.1;M;Hombres;2;De 5 a 14 años;5.73
0106 COVID-19 U07.1;M;Hombres;3;De 15 a 24 años;8.41
0106 COVID-19 U07.1;M;Hombres;4;De 25 a 34 años;8.91
0106 COVID-19 U07.1;M;Hombres;5;De 35 a 44 años;11.27
0106 COVID-19 U07.1;M;Hombres;6;De 45 a 54 años;14.26
0106 COVID-19 U07.1;M;Hombres;7;De 55 a 64 años;17.32
0106 COVID-19 U07.1;M;Hombres;8;De 65 a 74 años;22.90
0106 COVID-19 U07.1;M;Hombres;9;De 75 a 84 años;19.90
0106 COVID-19 U07.1;M;Hombres;10;De 85 a 89 años;16.26
0106 COVID-19 U07.1;M;Hombres;11;De 90 a 94 años;18.87
0106 COVID-19 U07.1;M;Hombres;12;De 95 y más años;10.78
0106 COVID-19 U07.1;F;Mujeres;T;Total grupos de edad;14.05
0106 COVID-19 U07.1;F;Mujeres;0;Menores de 1 año;3.15
0106 COVID-19 U07.1;F;Mujeres;1;De 1 a 4 años;5.00
0106 COVID-19 U07.1;F;Mujeres;2;De 5 a 14 años;6.83
0106 COVID-19 U07.1;F;Mujeres;3;De 15 a 24 años;9.33
0106 COVID-19 U07.1;F;Mujeres;4;De 25 a 34 años;8.20
0106 COVID-19 U07.1;F;Mujeres;5;De 35 a 44 años;10.25
0106 COVID-19 U07.1;F;Mujeres;6;De 45 a 54 años;10.48
0106 COVID-19 U07.1;F;Mujeres;7;De 55 a 64 años;14.98
0106 COVID-19 U07.1;F;Mujeres;8;De 65 a 74 años;19.05
0106 COVID-19 U07.1;F;Mujeres;9;De 75 a 84 años;15.76
0106 COVID-19 U07.1;F;Mujeres;10;De 85 a 89 años;16.06
0106 COVID-19 U07.1;F;Mujeres;11;De 90 a 94 años;15.14
0106 COVID-19 U07.1;F;Mujeres;12;De 95 y más años;11.27
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;T;Total grupos de edad;12.53
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;0;Menores de 1 año;6.08
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;1;De 1 a 4 años;3.30
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;2;De 5 a 14 años;5.48
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;3;De 15 a 24 años;7.07
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;4;De 25 a 34 años;8.85
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;5;De 35 a 44 años;8.43
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;6;De 45 a 54 años;12.18
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;7;De 55 a 64 años;13.90
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;8;De 65 a 74 años;15.44
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;9;De 75 a 84 años;21.30
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;10;De 85 a 89 años;21.29
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;11;De 90 a 94 años;14.84
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);T;Ambos sexos;12;De 95 y más años;86.00
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;T;Total grupos de edad;12.33
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;0;Menores de 1 año;4.40
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;1;De 1 a 4 años;3.17
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;2;De 5 a 14 años;5.95
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;3;De 15 a 24 años;6.52
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;4;De 25 a 34 años;8.45
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;5;De 35 a 44 años;8.34
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;6;De 45 a 54 años;12.14
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;7;De 55 a 64 años;15.20
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;8;De 65 a 74 años;13.59
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;9;De 75 a 84 años;25.04
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;10;De 85 a 89 años;13.11
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;11;De 90 a 94 años;22.00
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);M;Hombres;12;De 95 y más años;56.00
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;T;Total grupos de edad;12.82
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;0;Menores de 1 año;7.29
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;1;De 1 a 4 años;3.43
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;2;De 5 a 14 años;4.77
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;3;De 15 a 24 años;7.61
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;4;De 25 a 34 años;9.55
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;5;De 35 a 44 años;8.61
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;6;De 45 a 54 años;12.25
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;7;De 55 a 64 años;11.57
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;8;De 65 a 74 años;18.68
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;9;De 75 a 84 años;16.56
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;10;De 85 a 89 años;29.05
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;11;De 90 a 94 años;12.49
0107 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99);F;Mujeres;12;De 95 y más años;116.00
0200 Neoplasias C00-D49;T;Ambos sexos;T;Total grupos de edad;9.08
0200 Neoplasias C00-D49;T;Ambos sexos;0;Menores de 1 año;6.22
0200 Neoplasias C00-D49;T;Ambos sexos;1;De 1 a 4 años;9.97
0200 Neoplasias C00-D49;T;Ambos sexos;2;De 5 a 14 años;8.92
0200 Neoplasias C00-D49;T;Ambos sexos;3;De 15 a 24 años;10.42
0200 Neoplasias C00-D49;T;Ambos sexos;4;De 25 a 34 años;7.32
0200 Neoplasias C00-D49;T;Ambos sexos;5;De 35 a 44 años;5.64
0200 Neoplasias C00-D49;T;Ambos sexos;6;De 45 a 54 años;7.18
0200 Neoplasias C00-D49;T;Ambos sexos;7;De 55 a 64 años;8.85
0200 Neoplasias C00-D49;T;Ambos sexos;8;De 65 a 74 años;9.64
0200 Neoplasias C00-D49;T;Ambos sexos;9;De 75 a 84 años;11.03
0200 Neoplasias C00-D49;T;Ambos sexos;10;De 85 a 89 años;11.73
0200 Neoplasias C00-D49;T;Ambos sexos;11;De 90 a 94 años;12.79
0200 Neoplasias C00-D49;T;Ambos sexos;12;De 95 y más años;14.07
0200 Neoplasias C00-D49;M;Hombres;T;Total grupos de edad;10.09
0200 Neoplasias C00-D49;M;Hombres;0;Menores de 1 año;8.67
0200 Neoplasias C00-D49;M;Hombres;1;De 1 a 4 años;9.88
0200 Neoplasias C00-D49;M;Hombres;2;De 5 a 14 años;7.65
0200 Neoplasias C00-D49;M;Hombres;3;De 15 a 24 años;13.15
0200 Neoplasias C00-D49;M;Hombres;4;De 25 a 34 años;10.78
0200 Neoplasias C00-D49;M;Hombres;5;De 35 a 44 años;9.23
0200 Neoplasias C00-D49;M;Hombres;6;De 45 a 54 años;9.20
0200 Neoplasias C00-D49;M;Hombres;7;De 55 a 64 años;9.82
0200 Neoplasias C00-D49;M;Hombres;8;De 65 a 74 años;9.70
0200 Neoplasias C00-D49;M;Hombres;9;De 75 a 84 años;11.27
0200 Neoplasias C00-D49;M;Hombres;10;De 85 a 89 años;11.92
0200 Neoplasias C00-D49;M;Hombres;11;De 90 a 94 años;8.64
0200 Neoplasias C00-D49;M;Hombres;12;De 95 y más años;8.30
0200 Neoplasias C00-D49;F;Mujeres;T;Total grupos de edad;8.11
0200 Neoplasias C00-D49;F;Mujeres;0;Menores de 1 año;5.00
0200 Neoplasias C00-D49;F;Mujeres;1;De 1 a 4 años;10.15
0200 Neoplasias C00-D49;F;Mujeres;2;De 5 a 14 años;10.28
0200 Neoplasias C00-D49;F;Mujeres;3;De 15 a 24 años;8.35
0200 Neoplasias C00-D49;F;Mujeres;4;De 25 a 34 años;5.99
0200 Neoplasias C00-D49;F;Mujeres;5;De 35 a 44 años;4.69
0200 Neoplasias C00-D49;F;Mujeres;6;De 45 a 54 años;6.20
0200 Neoplasias C00-D49;F;Mujeres;7;De 55 a 64 años;7.80
0200 Neoplasias C00-D49;F;Mujeres;8;De 65 a 74 años;9.54
0200 Neoplasias C00-D49;F;Mujeres;9;De 75 a 84 años;10.69
0200 Neoplasias C00-D49;F;Mujeres;10;De 85 a 89 años;11.54
0200 Neoplasias C00-D49;F;Mujeres;11;De 90 a 94 años;17.59
0200 Neoplasias C00-D49;F;Mujeres;12;De 95 y más años;20.17
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;T;Total grupos de edad;11.61
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;0;Menores de 1 año;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;1;De 1 a 4 años;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;2;De 5 a 14 años;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;3;De 15 a 24 años;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;4;De 25 a 34 años;7.70
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;5;De 35 a 44 años;9.20
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;6;De 45 a 54 años;11.13
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;7;De 55 a 64 años;9.63
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;8;De 65 a 74 años;11.55
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;9;De 75 a 84 años;11.53
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;10;De 85 a 89 años;15.03
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;11;De 90 a 94 años;20.31
0201 Neoplasias malignas de colon, recto y ano C18-C21;T;Ambos sexos;12;De 95 y más años;13.62
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;T;Total grupos de edad;11.38
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;0;Menores de 1 año;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;1;De 1 a 4 años;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;2;De 5 a 14 años;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;3;De 15 a 24 años;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;4;De 25 a 34 años;7.70
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;5;De 35 a 44 años;9.25
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;6;De 45 a 54 años;11.08
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;7;De 55 a 64 años;9.78
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;8;De 65 a 74 años;11.47
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;9;De 75 a 84 años;12.05
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;10;De 85 a 89 años;13.78
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;11;De 90 a 94 años;12.13
0201 Neoplasias malignas de colon, recto y ano C18-C21;M;Hombres;12;De 95 y más años;13.26
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;T;Total grupos de edad;11.93
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;0;Menores de 1 año;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;1;De 1 a 4 años;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;2;De 5 a 14 años;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;3;De 15 a 24 años;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;4;De 25 a 34 años;0.00
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;5;De 35 a 44 años;9.13
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;6;De 45 a 54 años;11.20
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;7;De 55 a 64 años;9.46
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;8;De 65 a 74 años;11.70
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;9;De 75 a 84 años;10.79
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;10;De 85 a 89 años;15.99
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;11;De 90 a 94 años;26.93
0201 Neoplasias malignas de colon, recto y ano C18-C21;F;Mujeres;12;De 95 y más años;14.70
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;T;Total grupos de edad;12.11
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;0;Menores de 1 año;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;1;De 1 a 4 años;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;2;De 5 a 14 años;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;3;De 15 a 24 años;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;4;De 25 a 34 años;4.93
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;5;De 35 a 44 años;7.50
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;6;De 45 a 54 años;11.07
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;7;De 55 a 64 años;12.19
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;8;De 65 a 74 años;11.77
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;9;De 75 a 84 años;13.28
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;10;De 85 a 89 años;12.49
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;11;De 90 a 94 años;13.43
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;T;Ambos sexos;12;De 95 y más años;3.50
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;T;Total grupos de edad;12.32
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;0;Menores de 1 año;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;1;De 1 a 4 años;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;2;De 5 a 14 años;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;3;De 15 a 24 años;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;4;De 25 a 34 años;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;5;De 35 a 44 años;7.67
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;6;De 45 a 54 años;12.31
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;7;De 55 a 64 años;11.83
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;8;De 65 a 74 años;11.50
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;9;De 75 a 84 años;14.36
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;10;De 85 a 89 años;13.44
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;11;De 90 a 94 años;8.20
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;M;Hombres;12;De 95 y más años;2.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;T;Total grupos de edad;11.71
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;0;Menores de 1 año;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;1;De 1 a 4 años;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;2;De 5 a 14 años;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;3;De 15 a 24 años;0.00
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;4;De 25 a 34 años;4.93
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;5;De 35 a 44 años;7.43
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;6;De 45 a 54 años;9.11
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;7;De 55 a 64 años;12.74
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;8;De 65 a 74 años;12.32
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;9;De 75 a 84 años;9.83
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;10;De 85 a 89 años;9.25
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;11;De 90 a 94 años;23.89
0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34;F;Mujeres;12;De 95 y más años;5.00
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;T;Total grupos de edad;5.61
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;0;Menores de 1 año;0.00
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;1;De 1 a 4 años;0.00
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;2;De 5 a 14 años;2.00
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;3;De 15 a 24 años;2.49
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;4;De 25 a 34 años;1.28
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;5;De 35 a 44 años;2.06
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;6;De 45 a 54 años;4.06
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;7;De 55 a 64 años;8.68
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;8;De 65 a 74 años;5.12
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;9;De 75 a 84 años;6.61
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;10;De 85 a 89 años;3.40
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;11;De 90 a 94 años;1.90
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;T;Ambos sexos;12;De 95 y más años;15.77
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;M;Hombres;T;Total grupos de edad;6.08
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;M;Hombres;0;Menores de 1 año;0.00
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;M;Hombres;1;De 1 a 4 años;0.00
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;M;Hombres;2;De 5 a 14 años;0.00
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;M;Hombres;3;De 15 a 24 años;3.00
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;M;Hombres;4;De 25 a 34 años;1.00
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;M;Hombres;5;De 35 a 44 años;3.41
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;M;Hombres;6;De 45 a 54 años;5.02
0203 Melanoma y otras Neoplasias malignas de la piel C43-C44;M;Hombres;7;De 55 a 64 años;9.72
